Product ; Thermal (0.0253 eV) ; Thermal (0.0253 eV) ; Fast (500 keV) ; Fast (500 keV)
Sb119 ; 0.0 ; 0.0 ; 7.05E-14 ; 4.512E-14
Sb120 ; 7.56999E-13 ; 4.8448E-13 ; 3.61E-12 ; 2.3104E-12
Sb120m ; 1.09E-12 ; 6.97599E-13 ; 6.15E-12 ; 3.936E-12
Sb121 ; 1.45E-10 ; 9.27999E-11 ; 8.47E-10 ; 5.4208E-10
Sb122 ; 2.73E-9 ; 1.7472E-9 ; 1.51E-8 ; 9.664E-9
Sb122m ; 3.08E-9 ; 1.9712E-9 ; 2.01E-8 ; 1.2864E-8
Sb123 ; 1.36E-7 ; 8.70399E-8 ; 9.97E-7 ; 6.3808E-7
Sb124 ; 8.59999E-7 ; 5.504E-7 ; 3.83333E-6 ; 2.45333E-6
Sb124m ; 8.59999E-7 ; 5.504E-7 ; 3.83333E-6 ; 2.45333E-6
Sb124n ; 8.59999E-7 ; 5.504E-7 ; 3.83333E-6 ; 2.45333E-6
Sb125 ; 2.85E-7 ; 1.824E-7 ; 1.99E-6 ; 1.2736E-6
Sb126 ; 8.65999E-7 ; 5.5424E-7 ; 5.52E-6 ; 3.5328E-6
Sb126m ; 7.39999E-7 ; 4.736E-7 ; 3.81E-6 ; 2.4384E-6
Sb126n ; 7.39999E-7 ; 4.736E-7 ; 3.81E-6 ; 2.4384E-6
Sb127 ; 3.122E-5 ; 1.99808E-5 ; 5.835E-5 ; 3.7344E-5
Sb128 ; 7.09799E-5 ; 4.54272E-5 ; 1.1968E-4 ; 7.65952E-5
Sb128m ; 1.2086E-4 ; 7.73503E-5 ; 1.6527E-4 ; 1.05773E-4
Sb129 ; 0.0010844 ; 6.94015E-4 ; 0.00167989 ; 0.00107513
Sb130 ; 0.00206564 ; 0.00132201 ; 0.00190003 ; 0.00121602
Sb130m ; 0.00351717 ; 0.00225099 ; 0.00262377 ; 0.00167921
Sb131 ; 0.0173784 ; 0.0055611 ; 0.0175962 ; 0.00563077
Sb132 ; 0.0149173 ; 0.00477355 ; 0.0128975 ; 0.00412721
Sb132m ; 0.0108022 ; 0.0034567 ; 0.0114374 ; 0.00365998
Sb133 ; 0.0250672 ; 0.00802149 ; 0.0227138 ; 0.00726842
Sb134 ; 0.0052655 ; 0.00336992 ; 0.00445328 ; 0.0028501
Sb134m ; 0.0052655 ; 0.00336992 ; 0.00445328 ; 0.0028501
Sb135 ; 0.00217249 ; 0.00139039 ; 0.0023079 ; 0.00147706
Sb136 ; 2.9096E-4 ; 1.86214E-4 ; 3.1423E-4 ; 2.01107E-4
Sb137 ; 2.729E-5 ; 1.74656E-5 ; 3.189E-5 ; 2.04096E-5
Sb138 ; 1.66E-6 ; 1.0624E-6 ; 1.81E-6 ; 1.1584E-6
Sb139 ; 9.16967E-8 ; 5.86859E-8 ; 9.04959E-8 ; 5.79174E-8
Sb140 ; 6.53841E-9 ; 4.18459E-9 ; 8.04661E-9 ; 5.14983E-9
Sb141 ; 7.27545E-12 ; 4.65629E-12 ; 1.18239E-11 ; 7.56731E-12
Sb142 ; 9.88509E-13 ; 6.32646E-13 ; 5.25022E-13 ; 3.36014E-13
Te115 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Te117 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Te118 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Te119 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Te120 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Te121 ; 0.0 ; 0.0 ; 1.405E-14 ; 8.992E-15
Te121m ; 0.0 ; 0.0 ; 1.405E-14 ; 8.992E-15
Te122 ; 5.38E-13 ; 3.4432E-13 ; 5.99E-12 ; 3.8336E-12
Te123 ; 1.17E-11 ; 7.48799E-12 ; 1.29E-10 ; 8.256E-11
Te123m ; 3.92E-11 ; 2.5088E-11 ; 4.86E-10 ; 3.1104E-10
Te124 ; 4.51E-9 ; 2.8864E-9 ; 3.39E-8 ; 2.1696E-8
Te125 ; 7.69999E-14 ; 4.928E-14 ; 9.88E-13 ; 6.3232E-13
Te125m ; 2.58E-13 ; 1.6512E-13 ; 3.72E-12 ; 2.3808E-12
Te126 ; 1.04E-11 ; 6.65599E-12 ; 1.27E-10 ; 8.128E-11
Te127 ; 1.64E-10 ; 1.0496E-10 ; 4.63E-10 ; 2.9632E-10
Te127m ; 4.01E-10 ; 2.5664E-10 ; 1.32E-9 ; 8.448E-10
Te128 ; 1.98E-8 ; 1.2672E-8 ; 3.73E-8 ; 2.3872E-8
Te129 ; 1.34E-7 ; 8.57599E-8 ; 1.78E-7 ; 1.1392E-7
Te129m ; 3.28E-7 ; 2.0992E-7 ; 5.06E-7 ; 3.2384E-7
Te130 ; 1.158E-5 ; 7.41119E-6 ; 9.6E-6 ; 6.144E-6
Te131 ; 9.30269E-4 ; 5.95372E-4 ; 8.0782E-4 ; 5.17005E-4
Te131m ; 0.00137887 ; 8.82476E-4 ; 0.00229918 ; 0.00147148
Te132 ; 0.0140357 ; 0.00322821 ; 0.0156597 ; 0.00360173
Te133 ; 0.0116786 ; 0.00373715 ; 0.00968809 ; 0.00620038
Te133m ; 0.0285925 ; 0.00914959 ; 0.027574 ; 0.00882368
Te134 ; 0.0543111 ; 0.00597422 ; 0.0540198 ; 0.0124245
Te135 ; 0.0372736 ; 0.00857292 ; 0.037461 ; 0.0119875
Te136 ; 0.0168287 ; 0.0053852 ; 0.0190234 ; 0.00608749
Te137 ; 0.00512159 ; 0.00327782 ; 0.00545834 ; 0.00349334
Te138 ; 0.00105156 ; 6.72998E-4 ; 0.00115439 ; 7.3881E-4
Te139 ; 1.8812E-4 ; 1.20397E-4 ; 1.5897E-4 ; 1.01741E-4
Te140 ; 1.07835E-5 ; 6.90141E-6 ; 1.3432E-5 ; 8.59645E-6
Te141 ; 3.08378E-7 ; 1.97362E-7 ; 3.86258E-7 ; 2.47205E-7
Te142 ; 4.1899E-8 ; 2.68153E-8 ; 2.06995E-8 ; 1.32477E-8
Te143 ; 2.24494E-11 ; 1.43676E-11 ; 3.24543E-11 ; 2.07708E-11
Te144 ; 2.84489E-12 ; 1.82073E-12 ; 3.53358E-12 ; 2.26149E-12
Te145 ; 1.82597E-13 ; 1.16862E-13 ; 2.11706E-13 ; 1.35492E-13
I121 ; 0.0 ; 0.0 ; 0.0 ; 0.0
I123 ; 0.0 ; 0.0 ; 0.0 ; 0.0
I125 ; 0.0 ; 0.0 ; 0.0 ; 0.0
I126 ; 0.0 ; 0.0 ; 0.0 ; 0.0
I127 ; 0.0 ; 0.0 ; 0.0 ; 0.0
I128 ; 0.0 ; 0.0 ; 0.0 ; 0.0
I129 ; 5.91E-14 ; 3.7824E-14 ; 8.69E-14 ; 5.5616E-14
I130 ; 5.89E-12 ; 3.7696E-12 ; 3.38E-12 ; 2.1632E-12
I130m ; 2.52E-12 ; 1.6128E-12 ; 1.25E-12 ; 8.0E-13
I131 ; 1.913E-5 ; 3.0608E-6 ; 1.995E-5 ; 1.2768E-5
I132 ; 3.0506E-4 ; 1.95238E-4 ; 1.53605E-4 ; 9.83072E-5
I132m ; 3.0506E-4 ; 1.95238E-4 ; 1.53605E-4 ; 9.83072E-5
I133 ; 1.5753E-4 ; 1.00819E-4 ; 0.00146601 ; 9.38243E-4
I133m ; 1.5753E-4 ; 1.00819E-4 ; 0.00146601 ; 9.38243E-4
I134 ; 0.00781458 ; 0.00500133 ; 0.0061288 ; 0.00392243
I134m ; 0.00565884 ; 0.00254648 ; 0.00544234 ; 0.0034831
I135 ; 0.030087 ; 0.00692 ; 0.028496 ; 0.0091187
I136 ; 0.0201747 ; 0.00645592 ; 0.0170381 ; 0.00545221
I136m ; 0.0201089 ; 0.00643484 ; 0.0169681 ; 0.00542979
I137 ; 0.0351479 ; 0.00281183 ; 0.0335899 ; 0.00537438
I138 ; 0.0212885 ; 0.00170308 ; 0.0170986 ; 0.00547154
I139 ; 0.0088877 ; 9.77647E-4 ; 0.00825673 ; 0.00528431
I140 ; 0.00208893 ; 0.00133691 ; 0.00183527 ; 0.00117457
I141 ; 3.40461E-4 ; 2.17895E-4 ; 3.60534E-4 ; 2.30742E-4
I142 ; 8.73299E-5 ; 5.58912E-5 ; 3.237E-5 ; 2.07168E-5
I143 ; 6.36983E-7 ; 4.07669E-7 ; 7.15479E-7 ; 4.57907E-7
I144 ; 8.07212E-8 ; 5.16616E-8 ; 6.45465E-8 ; 4.13097E-8
I145 ; 5.18104E-9 ; 3.31587E-9 ; 4.66722E-9 ; 2.98702E-9
I146 ; 9.60198E-12 ; 6.14527E-12 ; 7.55829E-12 ; 4.8373E-12
I147 ; 8.13892E-13 ; 5.20891E-13 ; 9.49793E-13 ; 6.07868E-13
Xe124 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Xe125 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Xe125m ; 0.0 ; 0.0 ; 0.0 ; 0.0
Xe126 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Xe127 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Xe127m ; 0.0 ; 0.0 ; 0.0 ; 0.0
Xe128 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Xe129 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Xe129m ; 0.0 ; 0.0 ; 0.0 ; 0.0
Xe130 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Xe131 ; 2.32E-9 ; 1.4848E-9 ; 2.49E-9 ; 1.5936E-9
Xe131m ; 5.68E-9 ; 3.6352E-9 ; 7.08E-9 ; 4.5312E-9
Xe132 ; 5.37E-7 ; 3.4368E-7 ; 6.65E-7 ; 4.256E-7
Xe133 ; 2.51E-6 ; 1.6064E-6 ; 5.25E-6 ; 3.36E-6
Xe133m ; 6.14E-6 ; 3.9296E-6 ; 1.493E-5 ; 9.5552E-6
Xe134 ; 9.64199E-5 ; 6.17088E-5 ; 9.816E-5 ; 6.28224E-5
Xe134m ; 2.2497E-4 ; 1.43981E-4 ; 2.654E-4 ; 1.69856E-4
Xe135 ; 6.55009E-4 ; 5.24008E-5 ; 6.5482E-4 ; 4.19085E-4
Xe135m ; 0.00161402 ; 0.00103297 ; 0.0018606 ; 0.00119078
Xe136 ; 0.0108381 ; 0.00346819 ; 0.0108174 ; 0.00346158
Xe137 ; 0.026963 ; 0.00215704 ; 0.0257304 ; 0.00823374
Xe138 ; 0.0406057 ; 0.00243634 ; 0.0401351 ; 0.0128432
Xe139 ; 0.0408452 ; 0.00245071 ; 0.0437141 ; 0.0139885
Xe140 ; 0.0310012 ; 0.00124005 ; 0.0314767 ; 0.0100725
Xe141 ; 0.0146286 ; 5.85142E-4 ; 0.0156098 ; 0.00499513
Xe142 ; 0.00546027 ; 6.00629E-4 ; 0.00529957 ; 0.00339173
Xe143 ; 5.25271E-4 ; 3.36174E-4 ; 4.94797E-4 ; 3.1667E-4
Xe143m ; 5.25271E-4 ; 3.36174E-4 ; 4.94797E-4 ; 3.1667E-4
Xe144 ; 1.33129E-4 ; 8.52027E-5 ; 1.07745E-4 ; 6.89571E-5
Xe145 ; 8.54481E-6 ; 5.46868E-6 ; 6.45533E-6 ; 4.13141E-6
Xe146 ; 4.0699E-7 ; 2.60474E-7 ; 2.97992E-7 ; 1.90715E-7
Xe147 ; 3.44977E-8 ; 2.20785E-8 ; 3.10274E-8 ; 1.98575E-8
Xe148 ; 1.62E-10 ; 1.0368E-10 ; 8.77E-11 ; 5.6128E-11
Xe149 ; 1.12997E-12 ; 7.2318E-13 ; 1.06443E-12 ; 6.81236E-13
Xe150 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Cs127 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Cs129 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Cs131 ; 8.69999E-14 ; 5.568E-14 ; 1.17E-13 ; 7.488E-14
Cs132 ; 2.32E-11 ; 1.4848E-11 ; 2.74E-11 ; 1.7536E-11
Cs133 ; 1.45E-9 ; 9.27999E-10 ; 4.01E-9 ; 2.5664E-9
Cs134 ; 1.16E-7 ; 7.42399E-8 ; 1.245E-7 ; 7.968E-8
Cs134m ; 1.16E-7 ; 7.42399E-8 ; 1.245E-7 ; 7.968E-8
Cs135 ; 3.655E-6 ; 2.3392E-6 ; 3.75E-6 ; 2.4E-6
Cs135m ; 3.655E-6 ; 2.3392E-6 ; 3.75E-6 ; 2.4E-6
Cs136 ; 7.05649E-5 ; 4.51616E-5 ; 7.5885E-5 ; 4.85664E-5
Cs136m ; 7.05649E-5 ; 4.51616E-5 ; 7.5885E-5 ; 4.85664E-5
Cs137 ; 9.23659E-4 ; 5.91142E-4 ; 8.702E-4 ; 5.56928E-4
Cs138 ; 0.00117854 ; 2.71064E-4 ; 0.00163198 ; 0.00104447
Cs138m ; 0.00225887 ; 0.00144568 ; 0.00163612 ; 0.00104712
Cs139 ; 0.0126568 ; 0.00405017 ; 0.0112995 ; 0.00361583
Cs140 ; 0.0229067 ; 0.00733014 ; 0.018086 ; 0.00578753
Cs141 ; 0.027552 ; 0.00881665 ; 0.0282713 ; 0.0090468
Cs142 ; 0.0268741 ; 0.00859971 ; 0.0229845 ; 0.00735503
Cs143 ; 0.0160688 ; 0.00514201 ; 0.0154577 ; 0.00494647
Cs144 ; 0.00654258 ; 0.00418725 ; 0.00475126 ; 0.00304081
Cs145 ; 0.00141727 ; 9.07052E-4 ; 0.0011379 ; 7.28256E-4
Cs146 ; 2.2914E-4 ; 1.46649E-4 ; 1.5177E-4 ; 9.71328E-5
Cs147 ; 3.80868E-5 ; 2.43756E-5 ; 2.8961E-5 ; 1.8535E-5
Cs148 ; 1.16E-6 ; 7.42399E-7 ; 5.71E-7 ; 3.6544E-7
Cs149 ; 3.20619E-8 ; 2.05196E-8 ; 2.34662E-8 ; 1.50183E-8
Cs150 ; 6.58999E-10 ; 4.2176E-10 ; 3.38E-10 ; 2.1632E-10
Cs151 ; 1.72914E-12 ; 1.10665E-12 ; 1.73663E-12 ; 1.11145E-12
Cs152 ; 1.08524E-13 ; 6.94551E-14 ; 6.23939E-14 ; 3.99321E-14
Ba129 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ba131 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ba132 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ba133 ; 1.39E-14 ; 8.89599E-15 ; 5.24E-14 ; 3.3536E-14
Ba134 ; 9.78999E-12 ; 6.2656E-12 ; 1.62E-11 ; 1.0368E-11
Ba135 ; 6.5E-10 ; 4.16E-10 ; 8.5E-10 ; 5.44E-10
Ba135m ; 6.5E-10 ; 4.16E-10 ; 8.5E-10 ; 5.44E-10
Ba136 ; 4.87E-8 ; 3.1168E-8 ; 4.42E-8 ; 2.8288E-8
Ba136m ; 4.87E-8 ; 3.1168E-8 ; 4.42E-8 ; 2.8288E-8
Ba137 ; 6.35E-7 ; 4.064E-7 ; 6.44E-7 ; 4.1216E-7
Ba137m ; 1.56E-6 ; 9.98399E-7 ; 1.83E-6 ; 1.1712E-6
Ba138 ; 3.306E-5 ; 2.11584E-5 ; 3.454E-5 ; 2.21056E-5
Ba139 ; 3.0499E-4 ; 1.95193E-4 ; 3.0997E-4 ; 1.98381E-4
Ba140 ; 0.00175181 ; 0.00112116 ; 0.00171333 ; 0.00109653
Ba141 ; 0.00652486 ; 0.00417591 ; 0.00650527 ; 0.00416337
Ba142 ; 0.0144429 ; 0.00462174 ; 0.0173759 ; 0.00556029
Ba143 ; 0.0267222 ; 0.00614612 ; 0.0279831 ; 0.00643611
Ba144 ; 0.0289148 ; 0.00925275 ; 0.029729 ; 0.00951329
Ba145 ; 0.0184433 ; 0.00590186 ; 0.0179796 ; 0.00575346
Ba146 ; 0.0090474 ; 0.00579034 ; 0.0086759 ; 0.00555258
Ba147 ; 0.00281572 ; 0.00180206 ; 0.00194697 ; 0.00124606
Ba148 ; 5.0184E-4 ; 3.21177E-4 ; 3.6401E-4 ; 2.32966E-4
Ba149 ; 5.28779E-5 ; 3.38419E-5 ; 3.24565E-5 ; 2.07722E-5
Ba150 ; 3.68E-6 ; 2.3552E-6 ; 2.54E-6 ; 1.6256E-6
Ba151 ; 7.32914E-8 ; 4.69065E-8 ; 5.67315E-8 ; 3.63081E-8
Ba152 ; 4.59989E-9 ; 2.94393E-9 ; 2.45994E-9 ; 1.57436E-9
Ba153 ; 1.6599E-11 ; 1.06234E-11 ; 9.43451E-12 ; 6.03809E-12
Ba154 ; 7.58999E-13 ; 4.8576E-13 ; 2.48E-13 ; 1.5872E-13
Ba155 ; 3.03261E-14 ; 1.94087E-14 ; 2.60864E-14 ; 1.66953E-14
La133 ; 0.0 ; 0.0 ; 0.0 ; 0.0
La135 ; 0.0 ; 0.0 ; 0.0 ; 0.0
La137 ; 1.4E-10 ; 8.95999E-11 ; 1.88E-10 ; 1.2032E-10
La138 ; 7.51999E-9 ; 4.8128E-9 ; 7.42E-9 ; 4.7488E-9
La139 ; 2.28E-7 ; 1.4592E-7 ; 2.58E-7 ; 1.6512E-7
La140 ; 4.19E-6 ; 2.6816E-6 ; 3.89E-6 ; 2.4896E-6
La141 ; 4.394E-5 ; 2.81216E-5 ; 5.622E-5 ; 3.59808E-5
La142 ; 3.64E-4 ; 2.3296E-4 ; 4.0888E-4 ; 2.61683E-4
La143 ; 0.00201735 ; 0.0012911 ; 0.00239825 ; 0.00153488
La144 ; 0.00657603 ; 0.00420866 ; 0.00691385 ; 0.00442486
La145 ; 0.0121785 ; 0.00389712 ; 0.0131287 ; 0.00420119
La146 ; 0.00773333 ; 0.00494933 ; 0.00738266 ; 0.0047249
La146m ; 0.00773333 ; 0.00494933 ; 0.00738266 ; 0.0047249
La147 ; 0.0132746 ; 0.00424787 ; 0.0115411 ; 0.00369315
La148 ; 0.00724806 ; 0.00463876 ; 0.00539281 ; 0.0034514
La149 ; 0.00244795 ; 0.00156669 ; 0.00178872 ; 0.00114478
La150 ; 5.7286E-4 ; 3.6663E-4 ; 3.8021E-4 ; 2.43334E-4
La151 ; 8.09166E-5 ; 5.17867E-5 ; 5.29533E-5 ; 3.38901E-5
La152 ; 8.16999E-6 ; 5.2288E-6 ; 4.23E-6 ; 2.7072E-6
La153 ; 4.70983E-7 ; 3.01429E-7 ; 2.07991E-7 ; 1.33114E-7
La154 ; 1.6E-8 ; 1.024E-8 ; 5.26E-9 ; 3.3664E-9
La155 ; 8.60477E-10 ; 5.50705E-10 ; 5.75094E-10 ; 3.6806E-10
La156 ; 1.78828E-12 ; 1.1445E-12 ; 9.08009E-13 ; 5.81126E-13
La157 ; 6.11035E-14 ; 3.91063E-14 ; 2.46415E-14 ; 1.57705E-14
La158 ; 1.21027E-15 ; 7.74576E-16 ;  ; 
Ce135 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ce137 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ce138 ; 9.67999E-14 ; 6.1952E-14 ; 1.48E-13 ; 9.472E-14
Ce139 ; 2.88E-12 ; 1.8432E-12 ; 3.84E-12 ; 2.4576E-12
Ce139m ; 7.03999E-12 ; 4.5056E-12 ; 1.09E-11 ; 6.976E-12
Ce140 ; 6.32E-10 ; 4.0448E-10 ; 8.81E-10 ; 5.6384E-10
Ce141 ; 2.29E-8 ; 1.4656E-8 ; 3.69E-8 ; 2.3616E-8
Ce142 ; 6.14E-7 ; 3.9296E-7 ; 1.1E-6 ; 7.04E-7
Ce143 ; 1.12E-5 ; 7.16799E-6 ; 1.908E-5 ; 1.22112E-5
Ce144 ; 1.2821E-4 ; 8.20543E-5 ; 2.1022E-4 ; 1.34541E-4
Ce145 ; 7.43089E-4 ; 4.75577E-4 ; 0.0011462 ; 7.33568E-4
Ce146 ; 0.00293069 ; 0.00187564 ; 0.0044481 ; 0.00284678
Ce147 ; 0.00656891 ; 0.00295601 ; 0.00845588 ; 0.00541176
Ce148 ; 0.0107703 ; 0.00247717 ; 0.0127423 ; 0.00293074
Ce149 ; 0.0102002 ; 0.00326407 ; 0.00998751 ; 0.00449438
Ce150 ; 0.00705711 ; 0.00451655 ; 0.00708289 ; 0.00453305
Ce151 ; 0.00301698 ; 0.00193087 ; 0.00257123 ; 0.00164559
Ce152 ; 9.40499E-4 ; 6.0192E-4 ; 7.577E-4 ; 4.84928E-4
Ce153 ; 1.7472E-4 ; 1.11821E-4 ; 1.0615E-4 ; 6.7936E-5
Ce154 ; 1.964E-5 ; 1.25696E-5 ; 1.054E-5 ; 6.7456E-6
Ce155 ; 1.41914E-6 ; 9.08249E-7 ; 7.95425E-7 ; 5.09072E-7
Ce156 ; 7.57982E-8 ; 4.85108E-8 ; 3.57991E-8 ; 2.29114E-8
Ce157 ; 2.58994E-9 ; 1.65756E-9 ; 8.04975E-10 ; 5.15184E-10
Ce158 ; 5.12988E-11 ; 3.28312E-11 ; 1.48E-11 ; 9.472E-12
Ce159 ; 2.29074E-13 ; 1.46607E-13 ; 9.93345E-14 ; 6.35741E-14
Ce160 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Pr139 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Pr140 ; 0.0 ; 0.0 ; 0.0 ; 0.0
