Product ; Fast (500 keV) ; Fast (500 keV) ; High (14 MeV) ; High (14 MeV)
Br97 ; 7.21013E-9 ; 4.61448E-9 ; 3.02129E-9 ; 1.93362E-9
Br98 ; 9.79989E-11 ; 6.27193E-11 ; 2.48076E-10 ; 1.58769E-10
Br99 ; 7.90978E-12 ; 5.06226E-12 ; 7.91732E-11 ; 5.06708E-11
Br100 ; 1.37952E-13 ; 8.82895E-14 ;  ; 
Kr77 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Kr78 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Kr79 ; 0.0 ; 0.0 ; 1.07E-14 ; 6.84803E-15
Kr79m ; 0.0 ; 0.0 ; 1.07E-14 ; 6.84803E-15
Kr80 ; 0.0 ; 0.0 ; 2.19001E-12 ; 1.40161E-12
Kr81 ; 1.11001E-13 ; 7.10405E-14 ; 1.40001E-10 ; 8.96004E-11
Kr81m ; 1.51001E-14 ; 9.66406E-15 ; 1.05E-11 ; 6.72003E-12
Kr82 ; 2.16001E-11 ; 1.38241E-11 ; 6.36003E-9 ; 4.07042E-9
Kr83 ; 1.54001E-9 ; 9.85606E-10 ; 1.55001E-7 ; 9.92004E-8
Kr83m ; 3.15002E-10 ; 2.01601E-10 ; 1.92001E-8 ; 1.22881E-8
Kr84 ; 9.34006E-8 ; 5.97764E-8 ; 3.76002E-6 ; 2.40641E-6
Kr85 ; 1.99001E-6 ; 1.27361E-6 ; 3.23801E-5 ; 2.07233E-5
Kr85m ; 4.08003E-7 ; 2.61122E-7 ; 4.00002E-6 ; 2.56001E-6
Kr86 ; 3.85502E-5 ; 2.46722E-5 ; 2.92311E-4 ; 1.87079E-4
Kr87 ; 3.46632E-4 ; 2.21845E-4 ; 8.27624E-4 ; 2.6484E-4
Kr88 ; 0.00367639 ; 0.00235289 ; 0.00557199 ; 6.12919E-4
Kr89 ; 0.00646131 ; 0.00290759 ; 0.012629 ; 0.00138919
Kr90 ; 0.0185007 ; 0.00425516 ; 0.0187712 ; 0.0015017
Kr91 ; 0.0261698 ; 0.00287868 ; 0.0209268 ; 0.00167414
Kr92 ; 0.0250329 ; 0.00200263 ; 0.0157815 ; 9.46889E-4
Kr93 ; 0.0142627 ; 0.00156889 ; 0.00720586 ; 0.00115294
Kr94 ; 0.00734379 ; 0.00470002 ; 0.00333617 ; 0.00213515
Kr95 ; 0.00126464 ; 8.0937E-4 ; 7.26186E-4 ; 4.64759E-4
Kr96 ; 3.41852E-4 ; 2.18785E-4 ; 1.49271E-4 ; 9.55332E-5
Kr97 ; 8.01284E-6 ; 5.12822E-6 ; 1.4977E-5 ; 9.58531E-6
Kr98 ; 2.59992E-6 ; 1.66395E-6 ; 1.22976E-6 ; 7.87045E-7
Kr99 ; 1.93611E-7 ; 1.23911E-7 ; 3.92475E-7 ; 2.51184E-7
Kr100 ; 3.65989E-9 ; 2.34233E-9 ; 2.41001E-9 ; 1.54241E-9
Kr101 ; 2.24023E-11 ; 1.43374E-11 ; 1.24024E-10 ; 7.93755E-11
Kr102 ; 2.93091E-12 ; 1.87578E-12 ; 1.38062E-11 ; 8.83594E-12
Rb79 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Rb81 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Rb83 ; 3.52002E-14 ; 2.25281E-14 ; 4.06002E-11 ; 2.59841E-11
Rb84 ; 5.72004E-12 ; 3.66082E-12 ; 2.50001E-9 ; 1.60001E-9
Rb85 ; 1.10001E-9 ; 3.52002E-10 ; 6.65003E-8 ; 4.25602E-8
Rb86 ; 1.40001E-8 ; 8.96006E-9 ; 6.45003E-8 ; 4.12802E-8
Rb86m ; 1.40001E-8 ; 8.96006E-9 ; 6.45003E-8 ; 4.12802E-8
Rb87 ; 1.44001E-6 ; 4.60803E-7 ; 1.89501E-5 ; 1.21281E-5
Rb88 ; 2.02101E-5 ; 1.29345E-5 ; 1.50171E-4 ; 9.61092E-5
Rb89 ; 8.85536E-4 ; 3.98491E-4 ; 0.00111077 ; 7.10896E-4
Rb90 ; 2.80792E-4 ; 1.79707E-4 ; 4.78042E-4 ; 3.05947E-4
Rb90m ; 0.0014058 ; 8.99711E-4 ; 0.00386194 ; 0.00247164
Rb91 ; 0.00675431 ; 0.00216138 ; 0.0127636 ; 0.00408435
Rb92 ; 0.0147487 ; 0.0033922 ; 0.0189465 ; 0.00606287
Rb93 ; 0.0261544 ; 0.00836939 ; 0.0265928 ; 0.0085097
Rb94 ; 0.0253653 ; 0.00811689 ; 0.0243394 ; 0.00778862
Rb95 ; 0.0159566 ; 0.0051061 ; 0.0144359 ; 0.00461948
Rb96 ; 0.0116876 ; 0.00374003 ; 0.00708211 ; 0.00453255
Rb97 ; 8.86296E-4 ; 5.67229E-4 ; 0.00191797 ; 0.0012275
Rb98 ; 8.43695E-4 ; 5.39965E-4 ; 4.13652E-4 ; 2.64737E-4
Rb99 ; 1.69207E-4 ; 1.08292E-4 ; 1.43433E-4 ; 9.17968E-5
Rb100 ; 1.24501E-5 ; 7.96805E-6 ; 5.83002E-6 ; 3.73122E-6
Rb101 ; 4.31223E-7 ; 2.75983E-7 ; 6.14809E-7 ; 3.93478E-7
Rb102 ; 5.20524E-8 ; 3.33135E-8 ; 6.84394E-8 ; 4.38012E-8
Rb103 ; 6.20014E-11 ; 3.96809E-11 ; 3.29322E-10 ; 2.10766E-10
Rb104 ; 7.61376E-12 ; 4.87281E-12 ; 2.86397E-11 ; 1.83294E-11
Rb105 ; 1.69532E-12 ; 1.08501E-12 ;  ; 
Sr83 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Sr84 ; 0.0 ; 0.0 ; 1.19001E-13 ; 7.61603E-14
Sr85 ; 0.0 ; 0.0 ; 4.44502E-12 ; 2.84481E-12
Sr85m ; 0.0 ; 0.0 ; 4.44502E-12 ; 2.84481E-12
Sr86 ; 1.37001E-12 ; 8.76806E-13 ; 5.74002E-10 ; 3.67362E-10
Sr87 ; 1.33001E-10 ; 8.51205E-11 ; 1.80001E-8 ; 1.152E-8
Sr87m ; 2.73002E-11 ; 1.74721E-11 ; 2.22001E-9 ; 1.42081E-9
Sr88 ; 1.16001E-8 ; 7.42405E-9 ; 4.38002E-7 ; 2.80321E-7
Sr89 ; 4.63003E-7 ; 2.96322E-7 ; 9.20004E-6 ; 5.88803E-6
Sr90 ; 1.12201E-5 ; 7.18085E-6 ; 9.21404E-5 ; 5.89699E-5
Sr91 ; 1.16721E-4 ; 7.47013E-5 ; 6.94673E-4 ; 4.44591E-4
Sr92 ; 0.00103019 ; 6.59319E-4 ; 0.00263427 ; 0.00168593
Sr93 ; 0.00545026 ; 0.00348817 ; 0.00872814 ; 0.00558601
Sr94 ; 0.0150996 ; 0.00483187 ; 0.0191788 ; 0.00613722
Sr95 ; 0.0318236 ; 0.00731942 ; 0.0280003 ; 0.00896009
Sr96 ; 0.0413178 ; 0.00950309 ; 0.0319752 ; 0.0102321
Sr97 ; 0.0285935 ; 0.00914993 ; 0.0216851 ; 0.00693924
Sr98 ; 0.0226811 ; 0.00725794 ; 0.011505 ; 0.00368159
Sr99 ; 0.00977176 ; 0.00625393 ; 0.00432032 ; 0.00276501
Sr100 ; 0.00303736 ; 0.00194391 ; 0.00106257 ; 6.80048E-4
Sr101 ; 4.79232E-4 ; 3.06708E-4 ; 2.24686E-4 ; 1.43799E-4
Sr102 ; 6.26983E-5 ; 4.01269E-5 ; 2.50117E-5 ; 1.60075E-5
Sr103 ; 1.51764E-6 ; 9.71287E-7 ; 1.6325E-6 ; 1.0448E-6
Sr104 ; 2.01994E-7 ; 1.29276E-7 ; 1.41972E-7 ; 9.08621E-8
Sr105 ; 4.14972E-8 ; 2.65582E-8 ; 5.96731E-10 ; 3.81908E-10
Sr106 ; 0.0 ; 0.0 ; 1.54521E-10 ; 9.88934E-11
Sr107 ; 0.0 ; 0.0 ; 3.49047E-11 ; 2.2339E-11
Sr108 ; 0.0 ; 0.0 ;  ; 
Sr109 ; 0.0 ; 0.0 ;  ; 
Y85 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Y87 ; 0.0 ; 0.0 ; 1.55001E-12 ; 9.92004E-13
Y88 ; 2.09001E-13 ; 1.33761E-13 ; 9.43004E-11 ; 6.03523E-11
Y89 ; 5.49004E-12 ; 3.51362E-12 ; 6.00003E-10 ; 3.84002E-10
Y89m ; 2.68002E-11 ; 1.71521E-11 ; 4.85002E-9 ; 3.10401E-9
Y90 ; 1.21501E-9 ; 7.77605E-10 ; 7.50003E-8 ; 4.80002E-8
Y90m ; 1.21501E-9 ; 7.77605E-10 ; 7.50003E-8 ; 4.80002E-8
Y91 ; 4.44003E-8 ; 2.84162E-8 ; 1.55001E-6 ; 9.920039E-7
Y91m ; 4.44003E-8 ; 2.84162E-8 ; 1.55001E-6 ; 9.920039E-7
Y92 ; 2.33001E-6 ; 1.49121E-6 ; 3.18801E-5 ; 2.04033E-5
Y93 ; 1.98101E-5 ; 1.26785E-5 ; 1.53181E-4 ; 9.80356E-5
Y93m ; 1.98101E-5 ; 1.26785E-5 ; 1.53181E-4 ; 9.80356E-5
Y94 ; 3.38972E-4 ; 2.16942E-4 ; 0.00164755 ; 0.00105443
Y95 ; 0.00223363 ; 0.00142953 ; 0.00597769 ; 0.00382572
Y96 ; 7.27705E-4 ; 4.65731E-4 ; 9.70834E-4 ; 6.21334E-4
Y96m ; 0.00735719 ; 0.0047086 ; 0.0152092 ; 0.00486694
Y97 ; 0.0125932 ; 0.00805967 ; 0.0130551 ; 0.00835529
Y97m ; 0.0125932 ; 0.00805967 ; 0.0130551 ; 0.00835529
Y98 ; 0.0151334 ; 0.00484269 ; 0.0159768 ; 0.00511258
Y98m ; 0.015127 ; 0.00484065 ; 0.015974 ; 0.00511167
Y99 ; 0.0374135 ; 0.0119723 ; 0.0297451 ; 0.00951843
Y100 ; 0.029263 ; 0.00936416 ; 0.0166879 ; 0.00534014
Y101 ; 0.0145956 ; 0.00467059 ; 0.00879295 ; 0.00562749
Y102 ; 0.00521945 ; 0.00334045 ; 0.00243809 ; 0.00156038
Y103 ; 0.00132634 ; 8.48858E-4 ; 5.9661E-4 ; 3.8183E-4
Y104 ; 1.62571E-4 ; 1.04045E-4 ; 9.11404E-5 ; 5.83298E-5
Y105 ; 3.62665E-5 ; 2.32106E-5 ; 2.9581E-6 ; 1.89318E-6
Y106 ; 2.97813E-13 ; 1.906E-13 ; 7.65987E-7 ; 4.90232E-7
Y107 ; 8.61339E-15 ; 5.51257E-15 ; 1.73029E-7 ; 1.10738E-7
Y108 ; 3.60317E-16 ; 2.30603E-16 ; 6.9179E-10 ; 4.42746E-10
Y109 ; 9.06354E-17 ; 5.80067E-17 ; 5.16079E-11 ; 3.30291E-11
Y110 ; 0.0 ; 0.0 ; 3.34802E-12 ; 2.14274E-12
Y111 ; 1.38947E-13 ; 8.8926E-14 ;  ; 
Zr87 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Zr88 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Zr89 ; 0.0 ; 0.0 ; 2.39001E-13 ; 1.52961E-13
Zr90 ; 1.75001E-14 ; 1.12001E-14 ; 9.25004E-12 ; 5.92003E-12
Zr90m ; 1.75001E-14 ; 1.12001E-14 ; 9.25004E-12 ; 5.92003E-12
Zr91 ; 1.27001E-11 ; 4.06403E-12 ; 1.13E-11 ; 3.61602E-12
Zr92 ; 1.45001E-9 ; 4.64003E-10 ; 6.48003E-10 ; 2.07361E-10
Zr93 ; 2.17001E-8 ; 1.38881E-8 ; 8.79004E-7 ; 5.62562E-7
Zr94 ; 6.46004E-7 ; 4.13443E-7 ; 1.27001E-5 ; 8.12803E-6
Zr95 ; 1.24901E-5 ; 7.99365E-6 ; 1.20821E-4 ; 7.73251E-5
Zr96 ; 1.56491E-4 ; 1.00154E-4 ; 8.37484E-4 ; 5.35989E-4
Zr97 ; 0.00101668 ; 6.50673E-4 ; 0.00345579 ; 0.00221171
Zr98 ; 0.00486124 ; 0.00311119 ; 0.00989071 ; 0.00633006
Zr99 ; 0.0147075 ; 0.00470639 ; 0.0217012 ; 0.00694437
Zr100 ; 0.0329987 ; 0.0105596 ; 0.0273421 ; 0.00874948
Zr101 ; 0.0400177 ; 0.0128057 ; 0.0333361 ; 0.0106675
Zr102 ; 0.0409176 ; 0.0130936 ; 0.0213863 ; 0.00684362
Zr103 ; 0.0264495 ; 0.00846385 ; 0.0124846 ; 0.00399507
Zr104 ; 0.0101259 ; 0.00648059 ; 0.00465381 ; 0.00297844
Zr105 ; 0.00209441 ; 0.00134042 ; 0.00108106 ; 6.91876E-4
Zr106 ; 7.29005E-6 ; 4.66563E-6 ; 2.79935E-4 ; 1.79158E-4
Zr107 ; 1.94531E-7 ; 1.245E-7 ; 6.32344E-5 ; 4.047E-5
Zr108 ; 8.82006E-9 ; 5.64484E-9 ; 3.42932E-6 ; 2.19477E-6
Zr109 ; 2.04697E-9 ; 1.31006E-9 ; 2.55829E-7 ; 1.63731E-7
Zr110 ; 1.59001E-12 ; 1.01761E-12 ; 1.65967E-8 ; 1.06219E-8
Zr111 ; 3.40107E-9 ; 2.17668E-9 ; 1.4186E-10 ; 9.07903E-11
Zr112 ; 1.04719E-12 ; 6.702E-13 ; 3.16253E-11 ; 2.02402E-11
Zr113 ; 7.85556E-14 ; 5.02756E-14 ; 1.06948E-11 ; 6.84468E-12
Zr114 ; 3.85806E-15 ; 2.46916E-15 ;  ; 
Nb89 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Nb90 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Nb91 ; 0.0 ; 0.0 ; 2.87001E-14 ; 1.83681E-14
Nb92 ; 0.0 ; 0.0 ; 2.31001E-12 ; 1.47841E-12
Nb93 ; 3.39002E-13 ; 2.16961E-13 ; 1.60001E-10 ; 1.024E-10
Nb93m ; 6.95004E-14 ; 4.44803E-14 ; 1.97001E-11 ; 1.26081E-11
Nb94 ; 2.34002E-11 ; 1.49761E-11 ; 5.35002E-9 ; 3.42401E-9
Nb94m ; 1.37001E-11 ; 8.76806E-12 ; 1.88001E-9 ; 1.20321E-9
Nb95 ; 2.30001E-9 ; 1.47201E-9 ; 1.77001E-7 ; 1.1328E-7
Nb95m ; 4.70003E-10 ; 3.00802E-10 ; 2.18001E-8 ; 1.39521E-8
Nb96 ; 1.04001E-7 ; 6.65604E-8 ; 1.08E-6 ; 6.91203E-7
Nb97 ; 1.94001E-6 ; 1.24161E-6 ; 3.51301E-5 ; 2.24833E-5
Nb97m ; 3.98003E-7 ; 2.54722E-7 ; 4.34002E-6 ; 2.77761E-6
Nb98 ; 2.52602E-5 ; 1.61665E-5 ; 2.57141E-4 ; 1.6457E-4
Nb98m ; 7.12005E-6 ; 4.55683E-6 ; 4.53802E-5 ; 2.90433E-5
Nb99 ; 2.53602E-5 ; 1.62305E-5 ; 1.34371E-4 ; 8.59972E-5
Nb99m ; 2.91642E-4 ; 1.86651E-4 ; 0.00154508 ; 9.88849E-4
Nb100 ; 9.62286E-4 ; 6.15863E-4 ; 0.00247411 ; 0.00158343
Nb100m ; 9.62286E-4 ; 6.15863E-4 ; 0.00247411 ; 0.00158343
Nb101 ; 0.00689412 ; 0.00441224 ; 0.0140193 ; 0.00448617
Nb102 ; 0.00872712 ; 0.00558535 ; 0.0101321 ; 0.00648455
Nb102m ; 0.00872712 ; 0.00558535 ; 0.0101321 ; 0.00648455
Nb103 ; 0.0311959 ; 0.00998268 ; 0.0266107 ; 0.00851543
Nb104 ; 0.0143353 ; 0.00917459 ; 0.0112888 ; 0.0072248
Nb104m ; 0.0143353 ; 0.00917459 ; 0.0112888 ; 0.0072248
Nb105 ; 0.0179767 ; 0.00575253 ; 0.0128512 ; 0.00411238
Nb106 ; 0.00594298 ; 0.00380351 ; 0.00629228 ; 0.00402706
Nb107 ; 0.00145002 ; 9.28016E-4 ; 0.00190468 ; 0.001219
Nb108 ; 1.73811E-4 ; 1.11239E-4 ; 4.39392E-4 ; 2.81211E-4
Nb109 ; 1.52581E-5 ; 9.76515E-6 ; 9.34945E-5 ; 5.98365E-5
Nb110 ; 1.11001E-6 ; 7.10405E-7 ; 1.37801E-5 ; 8.81924E-6
Nb111 ; 2.97237E-6 ; 1.90232E-6 ; 7.03223E-7 ; 4.50063E-7
Nb112 ; 1.85978E-8 ; 1.19026E-8 ; 1.56772E-7 ; 1.00334E-7
Nb113 ; 1.51213E-9 ; 9.6776E-10 ; 5.3016E-8 ; 3.39302E-8
Nb114 ; 6.85183E-11 ; 4.38517E-11 ; 1.21416E-10 ; 7.77064E-11
Nb115 ; 7.84048E-14 ; 5.0179E-14 ; 2.22957E-11 ; 1.42693E-11
Nb116 ; 4.59841E-15 ; 2.94298E-15 ; 5.40524E-13 ; 3.45936E-13
Mo90 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Mo91 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Mo92 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Mo93 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Mo93m ; 0.0 ; 0.0 ; 0.0 ; 0.0
Mo94 ; 0.0 ; 0.0 ; 2.92001E-13 ; 1.86881E-13
Mo95 ; 3.22002E-14 ; 2.06081E-14 ; 2.34001E-11 ; 1.49761E-11
Mo96 ; 4.62003E-12 ; 2.95682E-12 ; 1.21001E-9 ; 7.74403E-10
Mo97 ; 3.10002E-10 ; 1.98401E-10 ; 3.69002E-8 ; 2.36161E-8
Mo98 ; 1.58001E-8 ; 1.01121E-8 ; 7.57003E-7 ; 4.84482E-7
Mo99 ; 4.57003E-7 ; 2.92482E-7 ; 1.134E-5 ; 7.25763E-6
Mo100 ; 9.71006E-6 ; 6.21444E-6 ; 8.41104E-5 ; 5.38306E-5
Mo101 ; 1.03301E-4 ; 6.61124E-5 ; 6.02443E-4 ; 3.85563E-4
Mo102 ; 8.10235E-4 ; 5.18551E-4 ; 0.00207894 ; 0.00133052
Mo103 ; 0.00373198 ; 0.00238847 ; 0.00630619 ; 0.00403596
Mo104 ; 0.0108055 ; 0.00486249 ; 0.0119574 ; 0.00382637
Mo105 ; 0.0200368 ; 0.00460846 ; 0.0162141 ; 0.00518852
Mo106 ; 0.018751 ; 0.00300016 ; 0.014325 ; 0.00458401
Mo107 ; 0.0123436 ; 0.00394995 ; 0.00954927 ; 0.00611153
Mo108 ; 0.00507307 ; 0.00228288 ; 0.00497202 ; 0.00318209
Mo109 ; 0.00168202 ; 0.00107649 ; 0.00248508 ; 0.00159045
Mo110 ; 6.19784E-4 ; 3.96662E-4 ; 8.99924E-4 ; 5.75951E-4
Mo111 ; 1.71655E-4 ; 1.09859E-4 ; 2.56998E-4 ; 1.64479E-4
Mo112 ; 2.24015E-5 ; 1.4337E-5 ; 5.72934E-5 ; 3.66678E-5
Mo113 ; 1.68047E-6 ; 1.0755E-6 ; 1.9375E-5 ; 1.24E-5
Mo114 ; 8.2532E-8 ; 5.28205E-8 ; 6.01881E-7 ; 3.85204E-7
Mo115 ; 1.91915E-9 ; 1.22826E-9 ; 1.10524E-7 ; 7.07351E-8
Mo116 ; 1.21996E-10 ; 7.80776E-11 ; 2.67947E-9 ; 1.71486E-9
Mo117 ; 2.53605E-13 ; 1.62307E-13 ; 4.27286E-11 ; 2.73463E-11
Mo118 ; 4.20369E-14 ; 2.69036E-14 ; 1.15106E-11 ; 7.3668E-12
Tc93 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Tc95 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Tc95m ; 0.0 ; 0.0 ; 0.0 ; 0.0
Tc97 ; 0.0 ; 0.0 ; 1.23501E-12 ; 7.90403E-13
Tc97m ; 0.0 ; 0.0 ; 1.23501E-12 ; 7.90403E-13
Tc98 ; 2.29001E-13 ; 1.46561E-13 ; 1.39001E-10 ; 8.89604E-11
Tc99 ; 1.99001E-11 ; 1.27361E-11 ; 5.12002E-9 ; 3.27681E-9
Tc99m ; 4.07003E-12 ; 2.60482E-12 ; 6.33003E-10 ; 4.05122E-10
Tc100 ; 1.56001E-9 ; 9.98406E-10 ; 1.13E-7 ; 7.23203E-8
Tc101 ; 5.99004E-8 ; 3.83362E-8 ; 2.14001E-6 ; 1.36961E-6
Tc102 ; 6.88004E-7 ; 4.40323E-7 ; 9.33004E-6 ; 5.97123E-6
Tc102m ; 6.88004E-7 ; 4.40323E-7 ; 9.33004E-6 ; 5.97123E-6
Tc103 ; 2.14901E-5 ; 1.37537E-5 ; 1.43991E-4 ; 9.2154E-5
Tc104 ; 1.58171E-4 ; 1.01229E-4 ; 6.75173E-4 ; 4.32111E-4
Tc105 ; 7.80625E-4 ; 4.996E-4 ; 0.00224221 ; 0.00143501
Tc106 ; 2.52032E-4 ; 1.613E-4 ; 0.0036205 ; 0.00231712
Tc107 ; 6.64894E-4 ; 4.25532E-4 ; 0.00513951 ; 0.00328929
Tc108 ; 7.62535E-4 ; 4.88022E-4 ; 0.00599924 ; 0.00383951
Tc109 ; 8.18335E-4 ; 5.23735E-4 ; 0.00660341 ; 0.00422618
Tc110 ; 7.87625E-4 ; 5.0408E-4 ; 0.00547468 ; 0.0035038
Tc111 ; 4.26933E-4 ; 2.73237E-4 ; 0.00359846 ; 0.00230301
Tc112 ; 2.34142E-4 ; 1.49851E-4 ; 0.00189202 ; 0.00121089
Tc113 ; 7.63185E-5 ; 4.88439E-5 ; 5.83594E-4 ; 3.735E-4
Tc114 ; 1.38901E-5 ; 8.88966E-6 ; 1.24681E-4 ; 7.97955E-5
Tc115 ; 1.67724E-6 ; 1.07344E-6 ; 4.03916E-5 ; 2.58506E-5
Tc116 ; 2.39002E-7 ; 1.52961E-7 ; 3.46001E-6 ; 2.21441E-6
Tc117 ; 4.88167E-9 ; 3.12427E-9 ; 2.11813E-7 ; 1.3556E-7
Tc118 ; 7.46568E-10 ; 4.77803E-10 ; 5.70602E-8 ; 3.65185E-8
Tc119 ; 2.03445E-12 ; 1.30205E-12 ; 5.24389E-10 ; 3.35609E-10
Tc120 ; 7.12377E-14 ; 4.55921E-14 ; 5.82879E-11 ; 3.73042E-11
Tc121 ; 4.99616E-15 ; 3.19754E-15 ; 8.31782E-12 ; 5.32341E-12
Ru95 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ru96 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ru97 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ru98 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ru99 ; 0.0 ; 0.0 ; 2.09001E-13 ; 1.33761E-13
Ru100 ; 1.64001E-14 ; 1.04961E-14 ; 1.1E-11 ; 7.04003E-12
Ru101 ; 1.87001E-12 ; 1.19681E-12 ; 5.56002E-10 ; 3.55842E-10
Ru102 ; 1.62001E-10 ; 1.03681E-10 ; 1.31001E-8 ; 8.38404E-9
Ru103 ; 7.57005E-9 ; 4.84483E-9 ; 2.64001E-7 ; 1.68961E-7
Ru104 ; 2.01001E-7 ; 1.28641E-7 ; 3.04001E-6 ; 1.94561E-6
Ru105 ; 3.60002E-6 ; 2.30401E-6 ; 2.81901E-5 ; 1.80417E-5
